taxon	UniEuk id	author	rank	status	type	candidate	description	synonyms	alternative names	accessions	envo terms	locations	EukProt ID	reference
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gainiaceae;	UniEuk#944		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;	UniEuk#933		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gloiosiphoniaceae;	UniEuk#945		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Haemeschariaceae;	UniEuk#946		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Kallymeniaceae;	UniEuk#947		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Mychodeaceae;	UniEuk#948		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Mychodeophyllaceae;	UniEuk#949		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Nizymeniaceae;	UniEuk#950		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Phacelocarpaceae;	UniEuk#951		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Phyllophoraceae;	UniEuk#952		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Polyideaceae;	UniEuk#953		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Rhizophyllidaceae;	UniEuk#954		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Schmitziellaceae;	UniEuk#955		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Solieriaceae;	UniEuk#956		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Sphaerococcaceae;	UniEuk#957		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Tichocarpaceae;	UniEuk#958		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gracilariales;	UniEuk#960		order											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gracilariales;Gracilariaceae;	UniEuk#961		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gracilariales;Pterocladiophilaceae;	UniEuk#962		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Halymeniales;	UniEuk#963		order											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Halymeniales;Halymeniaceae;	UniEuk#964		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Halymeniales;Tsengiaceae;	UniEuk#965		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Inkyuleeaceae;	UniEuk#981		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Nematostomatales;	UniEuk#966		order											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Nematostomatales;Nematostomataceae;	UniEuk#967		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Nematostomatales;Schizymeniaceae;	UniEuk#968		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Peyssonneliaceae;	UniEuk#982		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Plocamiales;	UniEuk#969		order											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Plocamiales;Plocamiaceae;	UniEuk#970		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Plocamiales;Sarcodiaceae;	UniEuk#971		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;	UniEuk#972		order											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Champiaceae;	UniEuk#974		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Faucheaceae;	UniEuk#975		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Fryellaceae;	UniEuk#976		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Hymenocladiaceae;	UniEuk#977		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Lomentariaceae;	UniEuk#978		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Rhodymeniaceae;	UniEuk#973		family											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Sebdeniales;	UniEuk#979		order											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;	UniEuk#984	Mu�oz-G�mez et al. 2017												
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;	UniEuk#985													
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;'EMR clade';	UniEuk#991													
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;'EMR clade';Erythropeltidales;	UniEuk#992		order											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;'EMR clade';Erythropeltidales;Chlidophyllon;	UniEuk#993		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;'EMR clade';Erythropeltidales;Erythrocladia;	UniEuk#994		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;'EMR clade';Erythropeltidales;Erythrotrichia;	UniEuk#995		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;'EMR clade';Erythropeltidales;Porphyropsis;	UniEuk#996		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;'EMR clade';Erythropeltidales;Porphyrostromium;	UniEuk#997		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;'EMR clade';Erythropeltidales;Pseudoerythrocladia;	UniEuk#998		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;'EMR clade';Erythropeltidales;Pyrophyllon;	UniEuk#999		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;'EMR clade';Erythropeltidales;Sahlingia;	UniEuk#1000		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;'EMR clade';Erythropeltidales;Smithora;	UniEuk#1001		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;'EMR clade';Madagascaria;	UniEuk#1002		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;'EMR clade';Rhodochaete;	UniEuk#1003		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;Compsopogonales;	UniEuk#986		order											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;Compsopogonales;Boldia;	UniEuk#987		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;Compsopogonales;Compsopogon;	UniEuk#988		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;Compsopogonales;Compsopogonopsis;	UniEuk#989		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Compsopogonophyceae;Compsopogonales;Pulvinaster;	UniEuk#990		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Porphyridiophyceae;	UniEuk#1004													
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Porphyridiophyceae;Erythrolobus;	UniEuk#1006		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Porphyridiophyceae;Flintiella;	UniEuk#1007		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Porphyridiophyceae;Porphyridium;	UniEuk#1005		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Porphyridiophyceae;Timspurckia;	UniEuk#1008		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Rhodellophyceae;	UniEuk#1009													
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Rhodellophyceae;Dixoniellales;	UniEuk#1010		order											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Rhodellophyceae;Dixoniellales;'BDN clade';	UniEuk#1012													
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Rhodellophyceae;Dixoniellales;'BDN clade';Bulboplastis;	UniEuk#1013		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Rhodellophyceae;Dixoniellales;'BDN clade';Dixoniella;	UniEuk#1014		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Rhodellophyceae;Dixoniellales;'BDN clade';Neorhodella;	UniEuk#1015		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Rhodellophyceae;Dixoniellales;Glaucosphaera;	UniEuk#1011		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Rhodellophyceae;Rhodellales;	UniEuk#1016		order											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Rhodellophyceae;Rhodellales;Corynoplastis;	UniEuk#1018		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Rhodellophyceae;Rhodellales;Rhodella;	UniEuk#1017		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Stylonematophyceae;	UniEuk#1019													
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Stylonematophyceae;Bangiopsis;	UniEuk#1021		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Stylonematophyceae;Chroodactylon;	UniEuk#1022		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Stylonematophyceae;Chroothece;	UniEuk#1023		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Stylonematophyceae;Goniotrichopsis;	UniEuk#1024		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Stylonematophyceae;Kyliniella;	UniEuk#1025		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Stylonematophyceae;Purpureofilum;	UniEuk#1026		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Stylonematophyceae;Rhodaphanes;	UniEuk#1027		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Stylonematophyceae;Rhodosorus;	UniEuk#1028		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Stylonematophyceae;Rhodospora;	UniEuk#1029		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Stylonematophyceae;Rufusia;	UniEuk#1030		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Stylonematophyceae;Stylonema;	UniEuk#1020		genus											
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Proteorhodophytina;Stylonematophyceae;Tsunamia;	UniEuk#1031		genus											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;	UniEuk#640	Adl et al. 2005							Viridiplantae;Chlorobionta					
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;	UniEuk#641	Lewis & McCourt 2004												
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';	UniEuk#642													
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorodendrophyceae;	UniEuk#643	Fritsch 1917	class						prasinophytes IV					
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorodendrophyceae;Scherffelia;	UniEuk#644		genus											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorodendrophyceae;Tetraselmis;	UniEuk#645		genus											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;	UniEuk#646	Christensen 1994	class											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;'CS lineage';	UniEuk#647													
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;'CS lineage';'AJT clade';	UniEuk#650													
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;'CS lineage';Chlamydomonadales;	UniEuk#648		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;'CS lineage';Sphaeropleales;	UniEuk#649		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;'OCC lineage';	UniEuk#651													
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;'OCC lineage';Chaetopeltidales;	UniEuk#652		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;'OCC lineage';Chaetophorales;	UniEuk#653		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Chlorophyceae;'OCC lineage';Oedogoniales;	UniEuk#654		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Pedinophyceae;	UniEuk#655	Fawley et al. in Adl et al. 2012	class											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Pedinophyceae;Marsupiomonadales;	UniEuk#656		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Pedinophyceae;Marsupiomonadales;Marsupiomonas;	UniEuk#657		genus											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Pedinophyceae;Marsupiomonadales;Protoeuglena;	UniEuk#658		genus											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Pedinophyceae;Marsupiomonadales;Resultomonas;	UniEuk#659		genus											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Pedinophyceae;Pedinomonadales;	UniEuk#660		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Pedinophyceae;Pedinomonadales;Chlorochytridion;	UniEuk#661		genus											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Pedinophyceae;Pedinomonadales;Pedinomonas;	UniEuk#662		genus											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Trebouxiophyceae;	UniEuk#663	Friedl 1995	class											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Trebouxiophyceae;'Watanabea clade';	UniEuk#668													
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Trebouxiophyceae;Chlorellales;	UniEuk#664		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Trebouxiophyceae;Ctenocladales;	UniEuk#665		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Trebouxiophyceae;Microthamniales;	UniEuk#666		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Trebouxiophyceae;Prasiolales;	UniEuk#667		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Ulvophyceae;	UniEuk#669	Mattox & Stewart 1984	class											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Ulvophyceae;'UU clade';	UniEuk#677													
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Ulvophyceae;'UU clade';Ulotrichales;	UniEuk#678		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Ulvophyceae;'UU clade';Ulvales;	UniEuk#679		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Ulvophyceae;Bryopsidales;	UniEuk#670		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Ulvophyceae;Cladophorales;	UniEuk#671		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Ulvophyceae;Dasycladales;	UniEuk#672		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Ulvophyceae;Ignatiales;	UniEuk#675		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Ulvophyceae;Oltmansiellopsidales;	UniEuk#676		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Ulvophyceae;Scotinosphaerales;	UniEuk#673		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'core chlorophytes';Ulvophyceae;Trentepohliales;	UniEuk#674		order											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;'prasinophyte clade IX';	UniEuk#718													
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;Chloropicophyceae;	UniEuk#680	Lopes dos Santos & Eikrem 2017	class											
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;Chloropicophyceae;Chloroparvula;	UniEuk#681		genus						prasinophytes VII A					
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;Chloropicophyceae;Chloropicon;	UniEuk#682		genus						prasinophytes VII B					
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;	UniEuk#683	Marin & Melkonian 2010	class						prasinophytes II					
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;'DSGM-81 clade';	UniEuk#690								Dolichomastigaceae B					
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;'RCC-1651 clade';	UniEuk#702		genus			true								
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Crustomastigaceae;	UniEuk#684		family											
